,id,name,content_type_id,codename
148,64,Can add Cuenta PUC,16,add_puc
149,65,Can change Cuenta PUC,16,change_puc
150,66,Can delete Cuenta PUC,16,delete_puc
151,67,Can view Cuenta PUC,16,view_puc
152,63,Can activate transaction type.,15,activate_transaction_type
153,59,Can add Transacción Tipo,15,add_transaction_type
154,60,Can change Transacción Tipo,15,change_transaction_type
155,61,Can delete Transacción Tipo,15,delete_transaction_type
156,62,Can view Transacción Tipo,15,view_transaction_type
157,21,Can add session,6,add_session
158,22,Can change session,6,change_session
159,23,Can delete session,6,delete_session
160,24,Can view session,6,view_session
