,state_change_user_id,state_change_date,state,code,accountable_id,transaction_type_id,date,value,registered
82,1,2022-10-12 17:44:44.539991+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-03-01,530000,False
83,1,2022-10-12 17:44:44.540009+00:00,1,Facturacion Arriendo sin IVA^2022-04-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-04-01,530000,False
84,1,2022-10-12 17:44:44.540026+00:00,1,Facturacion Arriendo sin IVA^2022-05-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-05-01,530000,False
85,1,2022-10-12 17:44:44.540044+00:00,1,Facturacion Arriendo sin IVA^2022-06-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-06-01,530000,False
86,1,2022-10-12 17:44:44.540061+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-07-01,530000,False
87,1,2022-10-12 17:44:44.540079+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-08-01,530000,False
88,1,2022-10-12 17:44:44.540096+00:00,1,Facturacion Arriendo sin IVA^2022-09-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-09-01,590000,False
89,1,2022-10-12 17:44:44.540114+00:00,1,Facturacion Arriendo sin IVA^2022-10-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Facturacion Arriendo sin IVA,2022-10-01,590000,False
90,1,2022-10-12 17:44:44.540132+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-S111^2021-04-01,A6N-13N-62-S111^2021-04-01,Facturacion Arriendo sin IVA,2022-01-01,700000,False
91,1,2022-10-12 17:44:44.540149+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-S111^2021-04-01,A6N-13N-62-S111^2021-04-01,Facturacion Arriendo sin IVA,2022-02-01,700000,False
92,1,2022-10-12 17:44:44.540167+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-S111^2021-04-01,A6N-13N-62-S111^2021-04-01,Facturacion Arriendo sin IVA,2022-03-01,677419,False
93,1,2022-10-12 17:44:44.540185+00:00,1,Facturacion Arriendo sin IVA^2022-06-25_A6N-13N-62-S111^2022-07-01,A6N-13N-62-S111^2022-07-01,Facturacion Arriendo sin IVA,2022-06-25,130000,False
94,1,2022-10-12 17:44:44.540203+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-S111^2022-07-01,A6N-13N-62-S111^2022-07-01,Facturacion Arriendo sin IVA,2022-07-01,650000,False
95,1,2022-10-12 17:44:44.540249+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-S111^2022-07-01,A6N-13N-62-S111^2022-07-01,Facturacion Arriendo sin IVA,2022-08-01,650000,False
96,1,2022-10-12 17:44:44.540275+00:00,1,Facturacion Arriendo sin IVA^2022-09-01_A6N-13N-62-S111^2022-07-01,A6N-13N-62-S111^2022-07-01,Facturacion Arriendo sin IVA,2022-09-01,650000,False
97,1,2022-10-12 17:44:44.540295+00:00,1,Facturacion Arriendo sin IVA^2022-10-01_A6N-13N-62-S111^2022-07-01,A6N-13N-62-S111^2022-07-01,Facturacion Arriendo sin IVA,2022-10-01,650000,False
98,1,2022-10-12 17:44:44.540314+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-01-01,560000,False
99,1,2022-10-12 17:44:44.540332+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-02-01,560000,False
100,1,2022-10-12 17:44:44.540350+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-03-01,560000,False
101,1,2022-10-12 17:44:44.540368+00:00,1,Facturacion Arriendo sin IVA^2022-04-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-04-01,605000,False
102,1,2022-10-12 17:44:44.540386+00:00,1,Facturacion Arriendo sin IVA^2022-05-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-05-01,605000,False
103,1,2022-10-12 17:44:44.540403+00:00,1,Facturacion Arriendo sin IVA^2022-06-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-06-01,605000,False
104,1,2022-10-12 17:44:44.540421+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-07-01,605000,False
105,1,2022-10-12 17:44:44.540442+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-08-01,605000,False
106,1,2022-10-12 17:44:44.540461+00:00,1,Facturacion Arriendo sin IVA^2022-09-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-09-01,605000,False
107,1,2022-10-12 17:44:44.540479+00:00,1,Facturacion Arriendo sin IVA^2022-10-01_A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112^2015-04-01,Facturacion Arriendo sin IVA,2022-10-01,605000,False
108,1,2022-10-12 17:44:44.540497+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-01-01,530000,False
109,1,2022-10-12 17:44:44.540516+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-02-01,530000,False
110,1,2022-10-12 17:44:44.540534+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-03-01,530000,False
111,1,2022-10-12 17:44:44.544520+00:00,1,Facturacion Arriendo sin IVA^2022-04-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-04-01,530000,False
112,1,2022-10-12 17:44:44.544561+00:00,1,Facturacion Arriendo sin IVA^2022-05-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-05-01,530000,False
113,1,2022-10-12 17:44:44.544584+00:00,1,Facturacion Arriendo sin IVA^2022-06-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-06-01,530000,False
114,1,2022-10-12 17:44:44.544604+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-07-01,530000,False
115,1,2022-10-12 17:44:44.544624+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-08-01,530000,False
116,1,2022-10-12 17:44:44.544643+00:00,1,Facturacion Arriendo sin IVA^2022-09-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-09-01,590000,False
117,1,2022-10-12 17:44:44.544661+00:00,1,Facturacion Arriendo sin IVA^2022-10-01_A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114^2021-09-01,Facturacion Arriendo sin IVA,2022-10-01,590000,False
118,1,2022-10-12 17:44:44.544679+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-S201^2021-10-01,A6N-13N-62-S201^2021-10-01,Facturacion Arriendo sin IVA,2022-01-01,830000,False
119,1,2022-10-12 17:44:44.544697+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-S201^2021-10-01,A6N-13N-62-S201^2021-10-01,Facturacion Arriendo sin IVA,2022-02-01,830000,False
