code,accountable_ptr_id,doc_date,start_date,end_date,concept_formset_dict
A6N-13N-62-S310^2022-07-01,A6N-13N-62-S310^2022-07-01,2022-07-01,2022-07-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S310^2022-07-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S310^2022-07-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 390000}]"
A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311^2021-11-01,2021-11-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S311^2021-11-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 390000}]"
A6N-13N-62-S312^2017-06-01,A6N-13N-62-S312^2017-06-01,2017-06-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 490000}, {'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 490000}, {'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 490000}, {'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 490000}, {'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 490000}, {'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 530000}, {'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 530000}, {'accountable': <Lease_Realty: A6N-13N-62-S312^2017-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 530000}]"
A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314^2019-06-01,2019-06-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 455000}, {'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 455000}, {'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 455000}, {'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 455000}, {'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 455000}, {'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 500000}, {'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 500000}, {'accountable': <Lease_Realty: A6N-13N-62-S314^2019-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 500000}]"
A6N-13N-62-S315^2019-08-01,A6N-13N-62-S315^2019-08-01,2019-08-01,2022-01-01,2022-06-30,"[{'accountable': <Lease_Realty: A6N-13N-62-S315^2019-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 310000}, {'accountable': <Lease_Realty: A6N-13N-62-S315^2019-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 310000}, {'accountable': <Lease_Realty: A6N-13N-62-S315^2019-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 310000}, {'accountable': <Lease_Realty: A6N-13N-62-S315^2019-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 310000}, {'accountable': <Lease_Realty: A6N-13N-62-S315^2019-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 310000}, {'accountable': <Lease_Realty: A6N-13N-62-S315^2019-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 299667}]"
A6N-13N-62-S317^2022-06-01,A6N-13N-62-S317^2022-06-01,2022-06-01,2022-06-03,,"[{'accountable': <Lease_Realty: A6N-13N-62-S317^2022-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 3), 'value': 364000}, {'accountable': <Lease_Realty: A6N-13N-62-S317^2022-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 390000}, {'accountable': <Lease_Realty: A6N-13N-62-S317^2022-06-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 390000}]"
A6N-13N-62-S318^2021-08-01,A6N-13N-62-S318^2021-08-01,2021-08-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 290000}, {'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 290000}, {'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 290000}, {'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 290000}, {'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 290000}, {'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 290000}, {'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 290000}, {'accountable': <Lease_Realty: A6N-13N-62-S318^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 323000}]"
A6N-13N-62-S319^2021-08-01,A6N-13N-62-S319^2021-08-01,2021-08-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 470000}, {'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 470000}, {'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 470000}, {'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 470000}, {'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 470000}, {'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 470000}, {'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 470000}, {'accountable': <Lease_Realty: A6N-13N-62-S319^2021-08-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 524000}]"
A6N-13N-62-S321^1996-08-13,A6N-13N-62-S321^1996-08-13,1996-08-13,2022-01-13,,"[{'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 13), 'value': 347000}, {'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 13), 'value': 347000}, {'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 13), 'value': 347000}, {'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 13), 'value': 347000}, {'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 13), 'value': 347000}, {'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 13), 'value': 347000}, {'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 13), 'value': 347000}, {'accountable': <Lease_Realty: A6N-13N-62-S321^1996-08-13>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 13), 'value': 372000}]"
A6N-13N-62-S322^2021-01-01,A6N-13N-62-S322^2021-01-01,2021-01-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 480000}, {'accountable': <Lease_Realty: A6N-13N-62-S322^2021-01-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 480000}]"
A6N-13N-66^2019-04-01,A6N-13N-66^2019-04-01,2019-04-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 730000}, {'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 730000}, {'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 730000}, {'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 790000}, {'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 790000}, {'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 790000}, {'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 790000}, {'accountable': <Lease_Realty: A6N-13N-66^2019-04-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 790000}]"
A6N-13N-68^1999-02-01,A6N-13N-68^1999-02-01,1999-02-01,2022-01-01,,"[{'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 1, 1), 'value': 2600000}, {'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 2, 1), 'value': 2720000}, {'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 3, 1), 'value': 2720000}, {'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 4, 1), 'value': 2720000}, {'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 5, 1), 'value': 2720000}, {'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 6, 1), 'value': 2720000}, {'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 7, 1), 'value': 2720000}, {'accountable': <Lease_Realty: A6N-13N-68^1999-02-01>, 'transaction_type': <Transaction: Arriendo Inmueble sin IVA>, 'date': datetime.date(2022, 8, 1), 'value': 2720000}]"
